"Table 1410: Passenger entries, exits and interchanges by station (annual), Great Britain, April 2022 to March 2023",,,,,,,,,,,,,,,,,,,
This worksheet contains one table.,,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, [x] = data not available, [z] = data not applicable",,,,,,,,,,,,,,,,,,,
Station name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,Entries and exits - All tickets,"Entries and exits
Rank",Interchanges,Main origin or destination station,Number of journeys to or from main origin or destination station,Quality limitations,Additional information,Data source or adjustments,Estimates supplemented by local ticketing data – by retailing organisation,National Location Code (NLC),"Three Letter Code
(TLC)",Region,Station facility owner,Station group,,
Barry Links,456,14,0,470,"2,542",0,Dundee,392,[z],[z],[z],[z],9020,BYL,Scotland,ScotRail,[z],,
Barton-On-Humber,"8,646","14,996",654,"24,296","2,166",0,Cleethorpes,"5,764",[z],[z],[z],[z],6207,BAU,Yorkshire and The Humber,East Midlands Railway,[z],,
Basildon,"1,012,610","761,742","619,808","2,394,160",196,0,London Fenchurch Street,"687,452",[z],[z],[z],[z],7494,BSO,East of England,c2c,[z],,
Basingstoke,"953,180","2,411,440","639,446","4,004,066",110,"1,076,621",London Waterloo,"1,308,156",[z],[z],[z],[z],5520,BSK,South East,South Western Railway,[z],,
Bat and Ball,"58,060","49,044","63,628","170,732","1,342",0,Tonbridge,"15,560",[z],[z],[z],[z],5090,BBL,South East,Southeastern,[z],,
Bath Spa,"937,716","4,260,936","269,814","5,468,466",73,"173,415",London Paddington,"1,186,890",[z],[z],[z],[z],3271,BTH,South West,Great Western Railway,[z],,
Bathgate,"282,916","407,492","79,122","769,530",566,0,Edinburgh,"483,276",[z],[z],[z],[z],9311,BHG,Scotland,ScotRail,[z],,
Batley,"118,146","103,610","43,132","264,888","1,089",0,Leeds,"155,184",[z],[z],PTE,West Yorkshire Metro,8484,BTL,Yorkshire and The Humber,Northern Trains,[z],,
Battersby,268,"1,676",220,"2,164","2,465",0,Whitby,"1,152",[z],[z],[z],[z],7909,BTT,Yorkshire and The Humber,Northern Trains,[z],,
Battersea Park,"423,854","609,134","340,806","1,373,794",334,"4,479",London Victoria,"321,178",[z],[z],[z],[z],5420,BAK,London,Govia Thameslink Railway (Southern),[z],,
Battle,"77,294","223,788","99,732","400,814",866,0,London Bridge,"104,446",[z],[z],[z],[z],5215,BAT,South East,Southeastern,[z],,
Battlesbridge,"6,768","6,700","5,618","19,086","2,220",0,London Liverpool Street,"6,206",[z],[z],[z],[z],6870,BLB,East of England,Greater Anglia,[z],,
Bayford,"21,184","29,704","4,888","55,776","1,903",0,Moorgate,"11,260",[z],[z],[z],[z],6006,BAY,East of England,Govia Thameslink Railway (Great Northern),[z],,
Beaconsfield,"400,826","384,088","179,992","964,906",466,0,London Marylebone,"752,380",[z],[z],[z],[z],3047,BCF,South East,Chiltern Railways,[z],,
Bearley,748,600,32,"1,380","2,491",0,Stratford-Upon-Avon,428,[z],[z],[z],[z],2420,BER,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Bearsden,"103,440","172,922","31,068","307,430",999,0,Glasgow Queen Street,"104,752",[z],[z],PTE,Strathclyde Partnership for Transport,9966,BRN,Scotland,ScotRail,[z],,
Bearsted,"58,250","118,112","85,388","261,750","1,098",0,London Victoria,"126,936",[z],[z],[z],[z],5091,BSD,South East,Southeastern,[z],,
Beasdale,90,80,0,170,"2,565",0,Fort William,46,[z],[z],[z],[z],8822,BSL,Scotland,ScotRail,[z],,
Beaulieu Road,"1,536","12,996",914,"15,446","2,255",0,Southampton Central,"3,360",[z],[z],[z],[z],5890,BEU,South East,South Western Railway,[z],,
Beauly,"29,264","5,074","2,250","36,588","2,056",0,Inverness,"31,192",[z],[z],[z],[z],8877,BEL,Scotland,ScotRail,[z],,
Bebington,"324,922","329,066","95,586","749,574",578,0,Liverpool Central,"165,230",[z],[z],PTE,Merseytravel,2188,BEB,North West,Merseyrail,[z],,
Beccles,"30,464","76,608","4,742","111,814","1,567",0,Lowestoft,"30,706",[z],[z],Other,[z],7258,BCC,East of England,Greater Anglia,[z],,
Beckenham Hill,"113,866","149,236","48,408","311,510",991,0,London Blackfriars,"50,178",[z],[z],[z],[z],5076,BEC,London,Govia Thameslink Railway (Thameslink),[z],,
Beckenham Junction,"503,644","713,604","234,190","1,451,438",317,"35,852",London Victoria,"751,982",[z],[z],[z],[z],5046,BKJ,London,Southeastern,[z],,
Bedford,"452,230","2,013,408","570,074","3,035,712",152,"40,131",London St Pancras International,"1,549,350",[z],[z],"Group, HEx",[z],1512,BDM,East of England,Govia Thameslink Railway (Thameslink),BEDFORD BR,,
Bedford St Johns,"21,092","93,906","26,588","141,586","1,451",0,Stewartby,"7,854",[z],[z],"Group, HEx",[z],1510,BSJ,East of England,West Midlands Trains (London Northwestern Railway),BEDFORD BR,,
Bedhampton,"29,174","47,878","12,980","90,032","1,689",0,Fratton,"22,822",[z],[z],[z],[z],5538,BDH,South East,South Western Railway,[z],,
Bedminster,"48,562","46,968","7,716","103,246","1,616",0,Oldfield Park,"15,754",[z],[z],[z],[z],3245,BMT,South West,Great Western Railway,[z],,
Bedworth,"32,018","16,154","6,364","54,536","1,915",0,Coventry,"15,926",[z],[z],[z],[z],1165,BEH,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Bedwyn,"10,548","57,710","13,276","81,534","1,729",0,London Paddington,"55,514",[z],[z],[z],[z],3070,BDW,South West,Great Western Railway,[z],,
Beeston,"220,246","191,510","27,654","439,410",830,"38,454",Nottingham,"116,284",[z],[z],[z],[z],1625,BEE,East Midlands,East Midlands Railway,[z],,
Bekesbourne,"10,050","9,366","3,454","22,870","2,186",0,Canterbury East,"12,368",[z],[z],[z],[z],5198,BKS,South East,Southeastern,[z],,
Belle Vue,"2,822","2,514","1,208","6,544","2,374",0,Manchester Piccadilly,"2,266",[z],[z],PTE,Transport for Greater Manchester,2785,BLV,North West,Northern Trains,[z],,
Bellgrove,"173,078","333,678","47,290","554,046",715,"15,751",Glasgow Queen Street,"197,846",[z],[z],PTE,Strathclyde Partnership for Transport,9895,BLG,Scotland,ScotRail,[z],,
Bellingham,"198,724","209,274","144,156","552,154",720,0,London Blackfriars,"94,304",[z],[z],[z],[z],5062,BGM,London,Govia Thameslink Railway (Thameslink),[z],,
Bellshill,"160,708","248,068","102,468","511,244",763,"31,838",Glasgow Central,"343,662",[z],[z],PTE,Strathclyde Partnership for Transport,9714,BLH,Scotland,ScotRail,[z],,
Belmont,"53,112","51,540","39,884","144,536","1,435",0,West Croydon,"29,064",[z],[z],[z],[z],5350,BLM,London,Govia Thameslink Railway (Southern),[z],,
Belper,"49,656","111,904","6,930","168,490","1,350","1,672",Derby,"62,664",[z],[z],Other,[z],1679,BLP,East Midlands,East Midlands Railway,[z],,
Beltring,"4,816","4,178","3,232","12,226","2,297",0,Tonbridge,"2,320",[z],[z],[z],[z],5227,BEG,South East,Southeastern,[z],,
Belvedere,"279,388","377,904","141,762","799,054",550,0,Woolwich Arsenal,"113,212",[z],[z],EL,[z],5092,BVD,London,Southeastern,[z],,
Bempton,"2,982","17,230",886,"21,098","2,198",0,Bridlington,"6,456",[z],[z],[z],[z],8047,BEM,Yorkshire and The Humber,Northern Trains,[z],,
Ben Rhydding,"86,022","60,154","37,606","183,782","1,297",0,Leeds,"94,122",[z],[z],PTE,West Yorkshire Metro,8564,BEY,Yorkshire and The Humber,Northern Trains,[z],,
Benfleet,"1,040,696","719,776","637,588","2,398,060",195,0,London Fenchurch Street,"936,112",[z],[z],[z],[z],7439,BEF,East of England,c2c,[z],,
Bentham,"5,754","29,536","1,126","36,416","2,058",0,Lancaster,"13,562",[z],[z],[z],[z],2676,BEN,Yorkshire and The Humber,Northern Trains,[z],,
Bentley (Hampshire),"34,062","30,634","17,790","82,486","1,722",0,London Waterloo,"54,722",[z],[z],[z],[z],5624,BTY,South East,South Western Railway,[z],,
Bentley (South Yorkshire),"38,108","54,214","20,380","112,702","1,562",0,Leeds,"35,036",[z],[z],PTE,South Yorkshire,8352,BYK,Yorkshire and The Humber,Northern Trains,[z],,
Bere Alston,"5,978","19,420","5,692","31,090","2,106",0,Plymouth,"19,418",[z],[z],[z],[z],3549,BAS,South West,Great Western Railway,[z],,
Bere Ferrers,912,"7,848","2,498","11,258","2,312",0,Plymouth,"6,566",[z],[z],[z],[z],3550,BFE,South West,Great Western Railway,[z],,
Berkhamsted,"391,396","507,068","124,902","1,023,366",445,0,London Euston,"747,590",[z],[z],[z],[z],1390,BKM,East of England,West Midlands Trains (London Northwestern Railway),[z],,
Berkswell,"55,380","94,394","72,434","222,208","1,195",0,Birmingham New Street,"119,180",[z],[z],PTE,Transport for West Midlands,1045,BKW,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Bermuda Park,"12,946","6,830","2,166","21,942","2,190",0,Coventry,"8,920",[z],[z],[z],[z],6543,BEP,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Berney Arms,504,438,8,950,"2,512",0,Norwich,410,[z],[z],Other,[z],7330,BYA,East of England,Greater Anglia,[z],,
Berry Brow,"8,578","8,634","7,990","25,202","2,155",0,Huddersfield,"6,636",[z],[z],PTE,West Yorkshire Metro,8431,BBW,Yorkshire and The Humber,Northern Trains,[z],,
Berrylands,"113,414","144,352","30,450","288,216","1,040",0,London Waterloo,"121,612",[z],[z],EL,[z],5581,BRS,London,South Western Railway,[z],,
Berwick (Sussex),"14,316","38,582","18,270","71,168","1,792",0,Brighton,"17,016",[z],[z],Other,[z],5323,BRK,South East,Govia Thameslink Railway (Southern),[z],,
Berwick-Upon-Tweed,0,"555,546","12,236","567,782",700,"6,581",Edinburgh,"176,344",[z],[z],[z],[z],7791,BWK,North East,London North Eastern Railway,[z],,
Bescar Lane,"1,030","1,112",48,"2,190","2,463",0,Southport,"1,034",[z],[z],[z],[z],2351,BES,North West,Northern Trains,[z],,
Bescot Stadium,"39,594","64,042","30,558","134,194","1,477",0,Birmingham New Street,"91,358",[z],[z],PTE,Transport for West Midlands,1003,BSC,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Betchworth,"3,880","6,040","2,448","12,368","2,295",0,Guildford,"1,720",[z],[z],[z],[z],5472,BTO,South East,Great Western Railway,[z],,
Bethnal Green,"430,254","687,088","213,570","1,330,912",341,0,Walthamstow Central,"183,020",[z],[z],[z],[z],6961,BET,London,London Overground,[z],,
Betws-y-Coed,"19,400","13,846",76,"33,322","2,079",0,Llandudno,"12,248",[z],[z],[z],[z],2449,BYC,Wales,TfW Rail,[z],,
Beverley,"73,820","447,566","82,248","603,634",674,6,Hull,"267,202",[z],[z],[z],[z],8048,BEV,Yorkshire and The Humber,Northern Trains,[z],,
Bexhill,"262,672","555,122","581,786","1,399,580",324,0,Hastings,"344,594",[z],[z],[z],[z],5211,BEX,South East,Govia Thameslink Railway (Southern),[z],,
Bexley,"392,952","431,884","129,660","954,496",471,0,London Bridge,"260,072",[z],[z],[z],[z],5093,BXY,London,Southeastern,[z],,
Bexleyheath,"584,484","640,464","198,478","1,423,426",321,0,London Bridge,"306,010",[z],[z],[z],[z],5094,BXH,London,Southeastern,[z],,
Bicester North,"141,212","404,400","86,932","632,544",648,"18,563",London Marylebone,"375,950",[z],[z],Group,[z],3048,BCS,South East,Chiltern Railways,BICESTER BR,,
Bicester Village,"186,156","1,286,918","137,522","1,610,596",290,616,London Marylebone,"756,260",[z],[z],Group,[z],3104,BIT,South East,Chiltern Railways,BICESTER BR,,
Bickley,"237,026","261,496","79,646","578,168",688,"3,410",London Victoria,"175,726",[z],[z],[z],[z],5063,BKL,London,Southeastern,[z],,
Bidston,"95,472","114,516","60,886","270,874","1,072","76,964",Liverpool Central,"40,334",[z],[z],PTE,Merseytravel,2136,BID,North West,Merseyrail,[z],,
Biggleswade,"254,916","379,590","118,544","753,050",575,0,London St Pancras International,"151,096",[z],[z],[z],[z],6170,BIW,East of England,Govia Thameslink Railway (Great Northern),[z],,
Bilbrook,"59,624","23,560","19,152","102,336","1,622",0,Wolverhampton,"33,732",[z],[z],PTE,[z],4618,BBK,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Billericay,"809,220","574,122","503,672","1,887,014",257,0,London Liverpool Street,"1,090,856",[z],[z],[z],[z],6871,BIC,East of England,Greater Anglia,[z],,
Billingham,"22,232","48,096","6,906","77,234","1,753",0,Newcastle,"26,240",[z],[z],[z],[z],7910,BIL,North East,Northern Trains,[z],,
Billingshurst,"96,102","186,814","107,956","390,872",878,0,London Victoria,"124,334",[z],[z],Other,[z],5464,BIG,South East,Govia Thameslink Railway (Southern),[z],,
Bingham,"21,058","34,642","7,840","63,540","1,845",0,Nottingham,"26,886",[z],[z],[z],[z],6235,BIN,East Midlands,East Midlands Railway,[z],,
Bingley,"279,864","462,642","177,494","920,000",491,0,Leeds,"466,526",[z],[z],PTE,West Yorkshire Metro,8553,BIY,Yorkshire and The Humber,Northern Trains,[z],,
Birchgrove,"26,328","1,526","5,524","33,378","2,078",0,Cardiff Central,"11,260",[z],[z],[z],[z],3907,BCG,Wales,TfW Rail,[z],,
Birchington-On-Sea,"35,780","96,022","176,044","307,846",998,0,Ramsgate,"133,242",[z],[z],[z],[z],5163,BCH,South East,Southeastern,[z],,
Birchwood,"168,640","138,808","51,308","358,756",923,0,Manchester Oxford Road,"107,700",[z],[z],[z],[z],2304,BWD,North West,Northern Trains,[z],,
Birkbeck,"34,918","25,604","10,722","71,244","1,791",0,London Bridge,"18,822",[z],[z],[z],[z],5401,BIK,London,Govia Thameslink Railway (Southern),[z],,
Birkdale,"153,768","666,114","154,632","974,514",462,0,Southport,"456,054",[z],[z],PTE,Merseytravel,2352,BDL,North West,Merseyrail,[z],,
Birkenhead Central,"241,100","271,034","115,060","627,194",653,0,Liverpool Central,"123,334",[z],[z],PTE,Merseytravel,2217,BKC,North West,Merseyrail,[z],,
Birkenhead Hamilton Square,"696,478","405,278","193,002","1,294,758",351,"329,065",Liverpool Central,"333,376",[z],[z],PTE,Merseytravel,2219,BKQ,North West,Merseyrail,[z],,
Birkenhead North,"464,062","269,390","145,026","878,478",516,"71,783",Liverpool Central,"210,682",[z],[z],PTE,Merseytravel,2145,BKN,North West,Merseyrail,[z],,
Birkenhead Park,"264,098","218,144","114,218","596,460",678,0,Liverpool Central,"120,660",[z],[z],PTE,Merseytravel,2220,BKP,North West,Merseyrail,[z],,
Birmingham International,"1,244,620","2,501,644","438,826","4,185,090",102,"258,069",Birmingham New Street,"1,271,054",[z],[z],PTE,Transport for West Midlands,1215,BHI,West Midlands,Avanti West Coast,[z],,
Birmingham Moor Street,"1,635,602","2,527,772","1,362,402","5,525,776",71,"335,256",Solihull,"591,618",[z],[z],"PTE, Group",Transport for West Midlands,4515,BMO,West Midlands,Chiltern Railways,BIRMINGHAM BR,,
Birmingham New Street,"8,122,474","16,961,660","5,642,146","30,726,280",11,"4,328,228",London Euston,"2,530,404",[z],[z],"PTE, Group",Transport for West Midlands,1127,BHM,West Midlands,Network Rail,BIRMINGHAM BR,,
Birmingham Snow Hill,"727,288","1,078,192","912,838","2,718,318",166,"175,501",Stourbridge Junction,"344,270",[z],[z],"PTE, Group",Transport for West Midlands,1006,BSW,West Midlands,West Midlands Trains (West Midlands Railway),BIRMINGHAM BR,,
Bishop Auckland,"33,046","103,540","16,978","153,564","1,401",0,Darlington,"45,304",[z],[z],[z],[z],7835,BIA,North East,Northern Trains,[z],,
Bishopbriggs,"151,044","356,498","36,048","543,590",733,0,Glasgow Queen Street,"407,434",[z],[z],[z],Strathclyde Partnership for Transport,9940,BBG,Scotland,ScotRail,[z],,
Bishops Lydeard,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z],[z],3446,BIB,South West,West Somerset Railway,[z],,
Bishops Stortford,"783,968","978,128","601,384","2,363,480",199,"71,988",London Liverpool Street,"1,017,004",[z],[z],[z],[z],6800,BIS,East of England,Greater Anglia,[z],,
Bishopstone (Sussex),"11,648","28,248","3,208","43,104","1,995",0,Brighton,"13,526",[z],[z],[z],[z],5402,BIP,South East,Govia Thameslink Railway (Southern),[z],,
Bishopton (Renfrewshire),"155,020","299,080","97,466","551,566",722,0,Glasgow Central,"362,924",[z],[z],PTE,Strathclyde Partnership for Transport,9620,BPT,Scotland,ScotRail,[z],,
Bitterne,"21,006","35,198","9,094","65,298","1,830",0,Fareham,"7,336",[z],[z],[z],[z],5945,BTE,South East,South Western Railway,[z],,
Blackburn,"250,204","821,990","129,510","1,201,704",369,"71,203",Manchester Victoria,"207,528",[z],[z],[z],[z],2737,BBN,North West,Northern Trains,[z],,
Blackheath,"690,438","1,083,700","295,530","2,069,668",230,"4,047",London Bridge,"515,044",[z],[z],[z],[z],5095,BKH,London,Southeastern,[z],,
Blackhorse Road,"568,902","945,460","418,100","1,932,462",247,0,Barking,"603,390",[z],[z],[z],[z],7400,BHO,London,London Underground,[z],,
Blackpool North,"175,268","1,691,274","42,236","1,908,778",252,987,Preston (Lancs),"301,800",[z],[z],[z],[z],2739,BPN,North West,Northern Trains,[z],,
Blackpool Pleasure Beach,"11,906","120,126","1,050","133,082","1,482",0,Preston (Lancs),"33,056",[z],[z],[z],[z],2738,BPB,North West,Northern Trains,[z],,
Blackpool South,"13,616","84,606","6,342","104,564","1,607",0,Preston (Lancs),"40,782",[z],[z],[z],[z],2740,BPS,North West,Northern Trains,[z],,
Blackridge,"15,778","18,682","2,822","37,282","2,048",0,Edinburgh,"12,902",[z],[z],[z],[z],991,BKR,Scotland,ScotRail,[z],,
Blackrod,"37,076","42,952","74,216","154,244","1,399",0,Manchester Piccadilly,"32,308",[z],[z],PTE,Transport for Greater Manchester,2732,BLK,North West,Northern Trains,[z],,
Blackwater,"87,324","197,252","36,362","320,938",971,0,Reading,"91,070",[z],[z],[z],[z],5625,BAW,South East,Great Western Railway,[z],,
Blaenau Ffestiniog,"12,872","16,910",28,"29,810","2,116",0,Llandudno,"12,794",[z],[z],[z],[z],2450,BFF,Wales,TfW Rail,[z],,
Blair Atholl,"4,978","8,384",40,"13,402","2,285",0,Edinburgh,"3,514",[z],[z],CS,[z],8750,BLA,Scotland,ScotRail,[z],,
Blairhill,"90,244","154,020","45,900","290,164","1,033",0,Glasgow Queen Street,"159,618",[z],[z],PTE,Strathclyde Partnership for Transport,9760,BAI,Scotland,ScotRail,[z],,
Blake Street,"72,170","92,716","99,366","264,252","1,093",0,Birmingham New Street,"146,912",[z],[z],PTE,Transport for West Midlands,1176,BKT,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Blakedown,"15,918","9,512","47,542","72,972","1,778",0,Hagley,"25,898",[z],[z],PTE,[z],4574,BKD,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Blantyre,"99,954","168,076","44,218","312,248",988,0,Glasgow Central,"167,356",[z],[z],PTE,Strathclyde Partnership for Transport,9716,BLT,Scotland,ScotRail,[z],,
Blaydon,"8,306","26,602","9,250","44,158","1,988",0,Newcastle,"26,056",[z],[z],PTE,Nexus (Tyne and Wear),7503,BLO,North East,Northern Trains,[z],,
Bleasby,"4,550",716,18,"5,284","2,393",0,Nottingham,"3,384",[z],[z],[z],[z],6204,BSB,East Midlands,East Midlands Railway,[z],,
Bletchley,"136,414","414,180","183,616","734,210",587,"58,278",London Euston,"428,072",[z],[z],[z],[z],1360,BLY,South East,West Midlands Trains (London Northwestern Railway),[z],,
Bloxwich,"33,446","40,254","1,346","75,046","1,766",0,Birmingham New Street,"46,898",[z],[z],[z],Transport for West Midlands,1141,BLX,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Bloxwich North,"35,322","40,868","1,580","77,770","1,752",0,Birmingham New Street,"56,098",[z],[z],[z],Transport for West Midlands,1018,BWN,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Blundellsands and Crosby,"285,914","822,824","256,270","1,365,008",336,0,Liverpool Central,"480,430",[z],[z],PTE,Merseytravel,2123,BLN,North West,Merseyrail,[z],,
Blythe Bridge,"39,266","24,146","8,888","72,300","1,783",0,Stoke-On-Trent,"30,830",[z],[z],[z],[z],1282,BYB,West Midlands,East Midlands Railway,[z],,
Bodmin Parkway,"7,200","238,908","15,308","261,416","1,099",0,London Paddington,"64,124",[z],[z],[z],[z],3501,BOD,South West,Great Western Railway,[z],,
Bodorgan,"2,514","2,350",92,"4,956","2,398",0,Bangor (Gwynedd),"1,372",[z],[z],[z],[z],2435,BOR,Wales,TfW Rail,[z],,
Bognor Regis,"194,264","578,096","252,664","1,025,024",444,0,Barnham,"193,658",[z],[z],[z],[z],5253,BOG,South East,Govia Thameslink Railway (Southern),[z],,
Bogston,"6,460","10,302","2,708","19,470","2,217",0,Glasgow Central,"4,972",[z],[z],PTE,Strathclyde Partnership for Transport,9668,BGS,Scotland,ScotRail,[z],,
Bolton,"676,932","1,434,132","388,258","2,499,322",184,"422,583",Manchester Piccadilly,"420,424",[z],[z],PTE,Transport for Greater Manchester,2599,BON,North West,Northern Trains,[z],,
Bolton-Upon-Dearne,"28,700","19,938","14,798","63,436","1,847",0,Sheffield,"20,826",[z],[z],PTE,South Yorkshire,8536,BTD,Yorkshire and The Humber,Northern Trains,[z],,
Bond Street,"5,507,506","11,466,274","2,426,636","19,400,416",19,0,Tottenham Court Road,"3,928,964",Interchanges figure a known underestimate. It does not include interchanges to or from Elizabeth line services ,"New station, opened 24 October 2022",EL,[z],6553,BDS,London,London Underground,[z],,
Bookham,"70,190","75,158","22,706","168,054","1,351",0,London Waterloo,"70,144",[z],[z],[z],[z],5626,BKA,South East,South Western Railway,[z],,
